"","WT_100_1","WT_100_2","WT_100_3","C08_100_1","C08_100_2","C08_100_3"
"HSPA9",10536.5276945779,9479.46231136057,9067.17139654843,10423.369449146,9823.72619923488,10510.8897522245
"KMT5A",1586.73509902153,1491.78366347016,1509.63052450299,1654.93549568277,1708.52676779495,1549.63155489445
"NUBP1",592.419018451887,543.625078787703,577.377346125211,660.612111445384,605.431172145623,614.491949058082
"MRPS31P4",4.7393521476151,8.49414185605786,9.38824953049123,15.3234768118775,14.5303481314949,11.9126064437754
"DLK2",36.0190763218747,35.0383351562387,46.002422699407,18.7286938811836,31.4824209515724,31.7669505167344
"ZBTB17",930.808761791605,1058.58242881121,1010.17564948086,762.768623524567,1040.13075374618,927.197868207186
"DIMT1",410.427895983467,380.112848058589,327.649908614144,435.016480603855,402.006298304694,416.941225532139
"SATB2-AS1",17.0616677314143,9.55590958806509,30.0423984975719,28.9443450891019,38.7475950173199,21.8397784802549
"ZNF670",267.299461125492,165.635766193128,200.908539952512,215.379979633611,171.942452889357,139.973125714361
"MEIOC",53.0807440532891,93.4355604166365,65.7177467134386,62.9965157821629,53.2779431488148,43.6795569605098
"POMGNT1",608.532815753779,748.546251065099,750.121137486249,731.270365633486,784.638799100727,801.122783343896
"GTF2IRD2B",495.736234640539,385.421686718625,445.941852698333,367.763443485059,433.488719256266,381.203406200813
"CLINT1",4291.00943445071,4093.11460688788,3756.23863714954,4690.68651296916,4202.90319703491,4040.35901884716
"HDAC11",46.445651046628,13.802980516094,22.531798873179,33.2008664257345,54.4888054931061,36.7305365349742
"MSI2",1971.57049340788,1794.38746709222,1888.91580553484,2141.88153659354,1861.09542317564,2047.97559112572
"C1GALT1C1",625.594483485193,725.18736096094,653.42216732219,715.095584554282,733.782580640495,742.552468328667
"GDA",20.8531494495064,4.24707092802893,26.2870986853754,30.6469536237549,16.9520728200774,37.7232537386221
"RPS23P8",80.5689865094567,29.7294964962025,46.9412476524562,44.2678219009793,35.1150079844461,31.7669505167344
"FADS3",236.019736951232,354.630422490416,388.673530562337,254.539975930631,322.089383581471,264.062776170355
"C1orf115",2523.23108339028,2324.20956536383,2376.16595616733,2467.9310709796,2669.9514691622,2543.34147574605
"CCDC38",14.2180564428453,15.9265159801085,22.531798873179,10.2156512079183,9.68689875432996,10.9198892401275
"FAM3A",621.803001767101,692.272561268716,744.488187767955,577.184293247384,627.226694342865,666.113243647775
"NAP1L3",15.1659268723683,36.1001028882459,21.5929739201298,45.1191261683059,50.8562184602323,15.8834752583672
"RPS12P3",88.1519499456408,112.547379592767,84.4942457744211,66.401732851469,55.6996678373973,100.264437568443
"STK25",1735.55075645665,2006.74101349367,2077.61962109771,1699.20331758375,1904.68646757013,1808.73074504657
"TP73-AS1",736.495323739386,702.890238588788,815.838884199688,812.144271029505,830.651568183795,816.013541398616
"LRR1",490.049012063401,552.119220643761,369.897031501354,473.325172633548,308.769897794268,439.773721216042
"PLVAP",22.7488903085525,19.1118191761302,16.8988491548842,13.6208682772244,56.9105301816885,23.8252128875508
"PMS2P1",521.328736237661,457.621892495117,434.675953261744,402.666918445447,443.175618010596,423.890245957675
"BYSL",742.182546316524,701.828470856781,690.975165444155,698.069499207751,840.338466938124,802.115500547544
"KDELR1",2197.16365563436,2477.10411877287,2409.02482952405,2141.88153659354,2378.13364418801,2108.53134054825
"KIAA0825",79.6211160799336,66.8913671164557,77.9224711030772,62.1452115148364,48.4344937716498,63.5339010334689
"PDGFRB",93.8391725227789,23.3588901041591,5.63294971829474,14.4721725445509,25.4281092301162,31.7669505167344
"POLR2C",1706.16677314144,1513.01901811031,1558.44942206154,1448.06855872242,1566.85587351287,1439.43994528953
"TMEM81",25.5925015971215,58.3972252603978,36.6141731689158,8.51304267326526,27.8498339186986,41.6941225532139
"METTL14",1241.71026267516,1075.57071252333,1194.18534027848,1163.73293343536,857.290539758202,1166.44271428634
"MAP4K5",956.401263388727,920.55262365027,879.678981007028,1119.46511153438,888.772960709774,994.702638055247
"DELE1",4130.81933186132,4334.13588205352,4106.42034463686,4001.981360702,4058.81057806426,3858.69177057958
"OXR1",1188.62951862187,902.502572206148,850.575407462505,1220.77031934624,1049.81765250051,986.760900426063
"PRPF38A",2240.76569539242,1780.58448657613,1824.13688377445,1965.66155325695,1721.84625358215,1703.50272145988
"RPS12",13750.7563210904,13898.5396119747,14182.8285657131,13121.1526723037,16659.044132759,14727.952433321
"SLC25A32",54.9764849123351,10.6176773200723,20.6541489670807,27.2417365544488,9.68689875432996,13.8980408510713
"ZNF883",59.7158370599502,37.1618706202531,68.534221572586,85.9817309999791,72.6517406574747,59.563032218877
"ATP5MC2P3",27.4882424561676,29.7294964962025,22.531798873179,21.2826066831631,6.05431172145623,21.8397784802549
"MIR6797",18.9574085904604,5.30883866003616,14.0823742957368,8.51304267326526,6.05431172145623,4.96358601823975
"OARD1",862.562090865948,752.793321993128,774.530586265527,719.352105890914,659.919977638729,799.1373489366
"CACNA2D2",16.1137973018913,22.2971223721519,10.3270744835404,9.36434694059178,12.1086234429125,5.9563032218877
"MOSPD1",458.769287889141,496.907298579385,444.064202792235,459.704304356324,391.108537206072,403.043184681068
"MMP2",178.199640750328,38.2236383522604,64.7789217603895,51.0782560395915,70.2300159688922,79.4173762918361
"CUL9",1753.56029461759,1979.13505246148,1942.42882785864,1527.23985558379,1811.4500670597,1915.94420304055
"HJURP",850.239775282148,814.375850449547,791.429435420411,847.89905025722,662.341702327311,723.690841459356
"SNAPC3",493.840493781493,466.116034351175,504.148999787379,559.306903633527,510.983909290906,544.009027599077
"MYO1H",0.94787042952302,9.55590958806509,10.3270744835404,22.1339109504897,6.05431172145623,13.8980408510713
"FAM151B",69.1945413551804,106.176773200723,108.903694553698,93.6434694059178,35.1150079844461,84.3809623100758
"ACAP2-IT1",52.1328736237661,46.7177802083182,37.5529981219649,45.1191261683059,94.4472628547172,47.6504257751016
"WASHC3",598.106241029025,520.266188683544,515.414899223969,523.552124405813,474.658038962168,476.504257751016
"ARMC7",882.467369885931,903.564339938155,979.194426030235,901.531219098791,1074.03489938633,1036.39676060846
"PPEF1",26.5403720266445,16.9882837121157,30.0423984975719,10.2156512079183,24.2172468858249,11.9126064437754
"PRTFDC1",78.6732456504106,84.9414185605786,104.209569788453,129.398248633632,75.0734653460572,131.03867088153
"SATB1",918.486446207806,944.973281486437,946.335552673516,1099.03380911854,1005.01574576173,939.110474650961
"LTB",1338.3930464865,1506.64841171826,1532.16232337617,1007.94425251461,1508.73448098689,1447.38168291871
"CASP7",363.98224493684,450.189518371067,442.186552886137,509.079951861262,456.4951037978,438.781004012394
"RPL21P75",18.0095381609374,19.1118191761302,14.0823742957368,27.2417365544488,24.2172468858249,26.8033644984947
"TPM3P9",312.797241742596,369.495170738517,321.0781339428,297.956493564284,302.715586072811,286.895271854258
"TSSC4",902.372648905915,1182.80925345606,1104.99696973882,916.003391643342,1136.99974128948,828.918865046039
"WRNIP1",1118.48710683716,1288.98602665678,1316.23258417487,1142.4503267522,1268.98373681723,1007.60796170267
"ZNF583",139.336953139884,146.523947016998,238.461538074477,144.721725445509,127.140546150581,159.82746978732
"NSUN5",1139.34025628667,1398.34810305353,1251.45366241448,1105.84424325716,1237.50131586565,1152.54467343527
"DAP",3527.02586825516,4422.26260381012,4318.59478402597,4230.13090434551,4566.16190032229,4337.1814627379
"ZNF512B",1937.44715794505,2056.64409689801,1973.41005130926,1671.11027676197,1950.6992366532,1949.69658796458
"ZNF543",218.958069219818,173.068140317179,213.113264342151,247.729541792019,207.057460873803,247.18658370834
"RIPOR1",2059.72244335352,2656.5428654821,2769.53361149491,2072.92589094009,2447.15279781261,2368.62324790401
"HP1BP3",6754.52468078104,6425.81831410777,6271.35068636814,7421.67060255265,6470.84836789242,6679.00134614341
"AZIN2",18.9574085904604,27.605961032188,14.0823742957368,28.9443450891019,29.0606962629899,32.7596677203824
"ODR4",1377.25573409695,1059.64419654322,1025.19684872964,1243.75553456405,905.725033529852,961.942970334864
"LMNB1",5199.06930593376,5043.39672703435,4990.79345040914,5415.14644446403,5224.87101561673,5370.60007173541
"TBC1D25",658.769948518499,760.225696117178,828.982433542376,812.144271029505,892.405547742648,766.377681216218
"EIF2AK2",3590.5331870332,3463.48634180759,3362.87098182196,3982.40136255349,3269.32832958636,3862.66263939418
"HM13",4850.25298786929,5539.24225788173,5644.21561773133,5378.54036096899,6130.59604914658,5554.25275441028
"BRI3",2189.58069219818,2491.96886702097,2596.78982013387,2108.6806701678,2300.63845415337,2383.51400595873
"DNAJC24",746.921898464139,542.563311055696,679.709266007565,642.734721831527,518.249083356653,601.586625410658
"TMEM234",100.47426552944,102.991470004702,92.0048453988141,68.1043413861221,108.977610986212,56.5848806079332
"HNRNPA1P16",40.7584284694898,52.0266188683544,38.491823075014,34.052170693061,39.9584573616111,18.8616268693111
"FTLP3",38.8626876104438,39.2854060842676,39.4306480280632,28.0930408217753,27.8498339186986,27.7960817021426
"ZNF837",64.4551892075653,52.0266188683544,72.2895213847825,68.9556456534486,89.6038134775522,83.3882451064279
"YY2",62.5594483485193,62.6442961884267,74.1671712908807,61.2939072475098,24.2172468858249,60.555749422525
"NCBP2",3770.62856864257,3564.35427634828,3666.11144165683,3784.89877253373,3068.32518043402,3448.69956547298
"NDUFS4",618.011520049009,619.010587760217,686.281040678909,672.530371187955,646.600491851525,798.144631732952
"SNX5",5104.28226298146,4573.03362175515,4496.9715251053,4606.40739050383,4242.86165439652,4520.83414541277
"MIR9-1HG",87.2040795161178,72.2002057764918,67.5953966195369,60.4426029801833,67.8082912803098,48.6431429787496
"CCR3",18.9574085904604,24.4206578361663,61.023621948193,18.7286938811836,31.4824209515724,17.8689096656631
"SLC7A2",0,2.12353546401447,67.5953966195369,0,4.84344937716498,5.9563032218877
"IFT57",256.872886400738,224.032991453526,203.72501481166,207.718241227672,184.051076332269,198.54344072959
"MTMR14",4549.77806171049,4619.75140196347,4827.43790857859,4667.70129775134,5382.28312037459,4788.86779039771
"PIGP",310.90150088355,408.780576822784,384.91823075014,309.874753306855,354.782666877335,310.720484741809
"SNAI1",47.393521476151,22.2971223721519,69.4730465256351,25.5391280197958,53.2779431488148,13.8980408510713
"RPS7P10",96.682783811348,108.300308664738,79.8001210091755,80.8739053960199,67.8082912803098,78.4246590881881
"PCNPP1",26.5403720266445,7.43237412405063,6.57177467134386,9.36434694059178,0,8.93445483283156
"COL19A1",29.3839833152136,29.7294964962025,40.3694729811123,50.226951772265,33.9041456401549,53.6067289969893
"TRPC5OS",251.1856638236,242.083042897649,238.461538074477,234.108673514795,185.261938676561,214.426915987957
"ZNF501",22.7488903085525,2.12353546401447,11.2658994365895,17.877389613857,16.9520728200774,29.7815161094385
"CPLX1",62.5594483485193,106.176773200723,88.2495455866176,68.9556456534486,77.4951900346397,53.6067289969893
"CHCHD6",203.792142347449,181.562282173237,233.767413309232,160.896506524713,203.424873840929,165.783773009208
"SHROOM1",27.4882424561676,30.7912642282097,23.4706238262281,3.4052170693061,19.3737975086599,26.8033644984947
"CAMK2B",141.23269399893,151.832785677034,198.092065093365,114.074771821754,157.412104757862,138.980408510713
"SUMO2P19",11.3744451542762,25.4824255681736,7.51059962439299,4.25652133663263,6.05431172145623,12.9053236474234
"APEX1",9348.84604638554,8926.2813229848,9480.25437589004,9172.80348044331,9903.6431139581,10126.7081944127
"FAM118A",1142.18386757524,1201.92107263219,1274.92428624071,1027.52425066312,1138.21060363377,1186.2970583593
"ZNF354C",65.4030596370883,40.3471738162748,31.9200484036702,57.8886901782037,50.8562184602323,77.4319418845402
"SPATA6",72.0381526437495,42.4707092802893,30.0423984975719,79.1712968613669,65.3865665917273,51.6212945896934
"TAS2R10",5.68722257713812,7.43237412405063,26.2870986853754,5.95912987128568,4.84344937716498,8.93445483283156
"PRCD",22.7488903085525,16.9882837121157,1.87764990609825,12.7695640098979,2.42172468858249,3.9708688145918
"TIMM50",1563.98620871298,1637.24584275515,1588.49182055912,1437.00160324718,1555.95811241425,1493.04667428652
"RUFY2",338.389743339718,433.201234658951,278.83101105559,280.079103950427,262.7571287112,362.341779331502
"TMED6",28.4361128856906,47.7795479403255,13.1435493426877,17.0260853465305,15.7412104757862,23.8252128875508
"TTC19",1678.67853068527,1775.27564791609,1580.98122093472,1651.53027861346,1465.14343659241,1575.4422021893
"CLIP4",22.7488903085525,23.3588901041591,20.6541489670807,51.0782560395915,24.2172468858249,23.8252128875508
"ILRUN-AS1",31.2797241742596,19.1118191761302,20.6541489670807,12.7695640098979,14.5303481314949,17.8689096656631
"MTUS1-DT",40.7584284694898,24.4206578361663,21.5929739201298,21.2826066831631,21.7955221972424,13.8980408510713
"WDHD1",627.490224344239,667.851903432549,417.77710410686,720.203410158241,592.111686358419,623.426403890913
"RIOK2",1166.82849874284,1064.95303520325,1055.23924722721,1249.71466443534,1162.4278505196,1130.70489495502
"SUCO",1363.0376776541,1143.52384737179,1099.36402002052,1427.63725630658,1289.56839667018,1204.16596802496
"DLGAP1-AS2",37.9148171809208,26.5441933001808,30.9812234506211,20.4313024158366,31.4824209515724,11.9126064437754
"GRK3",3339.3475232096,3597.2690760405,3251.15081240911,3803.62746641492,3345.61265727671,3665.11191586823
"PROX2",41.7062988990129,22.2971223721519,99.515445023207,35.7547792277141,33.9041456401549,42.6868397568619
"SLC6A13",3.79148171809208,2.12353546401447,18.7764990609825,1.70260853465305,23.0063845415337,27.7960817021426
"METTL15",272.038813273107,308.974410014105,261.932161900705,342.224315465263,300.293861384229,310.720484741809
"TFB2M",930.808761791605,856.846559729837,866.535431664341,1003.68773117797,885.140373676901,985.768183222415
"ZBED8",68.2466709256574,74.3237412405063,49.7577225116035,61.2939072475098,29.0606962629899,51.6212945896934
"CEP295NL",48.341391905674,56.2736897963833,69.4730465256351,49.3756475049385,35.1150079844461,45.6649913678057
"H2AC18",18.0095381609374,14.8647482481013,9.38824953049123,0,8.47603641003872,11.9126064437754
"GTF2B",1429.38860772071,1104.23844128752,1144.42761776688,1082.00772377201,1162.4278505196,1134.67576376961
"SELENOH",761.139954906985,798.449334469439,809.267109528344,704.028629079037,734.993442984786,743.545185532315
"SNORA79B",32.2275946037827,23.3588901041591,19.7153240140316,48.524343237612,14.5303481314949,49.6358601823975
"NUDT5",3131.76389914406,2568.4161437255,2572.3803713546,2606.69366655382,2692.95785370373,2409.32465325358
"SMG1P2",47.393521476151,106.176773200723,144.579042769565,147.275638247489,157.412104757862,85.3736795137238
"C19orf54",559.243553418582,785.708121685352,660.932766946583,536.321688415711,605.431172145623,657.178788814943
"TBL1XR1",4996.22503401584,4415.89199741808,4337.37128308695,4597.04304356324,3596.261162545,4583.37532924259
"RSAD1",1460.66833189497,1327.20966500904,1354.72440724988,1289.72596499969,1275.03804853868,1302.44497118611
"OSTF1",3559.25346285894,3736.36064893345,3553.45244729093,3454.59271681104,3371.04076650683,3462.59760632405
"ZFP82",81.5168569389797,145.462179284991,148.334342581761,183.88172174253,168.309865856483,112.177044012218
"SNHG19",276.778165420722,281.368448981917,297.607510116572,162.599115059366,314.824209515724,252.15016972658
"ADGRB1",30.3318537447366,7.43237412405063,5.63294971829474,1.70260853465305,16.9520728200774,1.9854344072959
"MTFP1",36.0190763218747,21.2353546401446,23.4706238262281,26.3904322871223,44.8019067387761,45.6649913678057
"GUSBP1",430.333175003451,457.621892495117,431.859478402597,399.261701376141,353.571804533044,429.846549179563
"GTSF1",53.0807440532891,36.1001028882459,44.1247727933088,51.9295603069181,67.8082912803098,57.5775978115811
"BARD1",1250.24109654086,1238.02117552043,1274.92428624071,1228.43205775218,1036.49816671331,1219.05672607968
"CCDC74A",15.1659268723683,20.1735869081374,18.7764990609825,6.8104341386122,18.1629351643687,6.94902042553566
"ZNF252P-AS1",18.9574085904604,12.7412127840868,7.51059962439299,32.349562158408,10.8977610986212,21.8397784802549
"MAP3K7CL",11.3744451542762,8.49414185605786,26.2870986853754,10.2156512079183,12.1086234429125,1.9854344072959
"RN7SKP296",22.7488903085525,9.55590958806509,9.38824953049123,9.36434694059178,4.84344937716498,7.94173762918361
"SERGEF",321.328075608304,344.012745170343,273.198061337295,295.402580762304,266.389715744074,263.070058966707
"OXTR",9.4787042952302,31.853031960217,26.2870986853754,5.10782560395915,16.9520728200774,17.8689096656631
"PCMT1",1688.1572349805,1555.4897273906,1679.55784100488,1668.55636395999,1789.65454486246,1800.78900741738
"PPP2R5CP",39.8105580399668,70.0766703124773,43.1859478402597,27.2417365544488,55.6996678373973,26.8033644984947
"WDR12",1530.81074367968,1528.94553409041,1407.29860462064,1740.91722668274,1390.06997124635,1689.60468060881
"SIRT6",618.011520049009,973.641010250632,820.533008964934,727.013844296853,767.68672628065,662.142374833183
"EXOSC10",1705.21890271191,1875.08181472477,1814.74863424395,1820.93982781144,2040.30305013075,1902.04616218947
"H2BC11",42.6541693285359,57.3354575283906,40.3694729811123,23.8365194851427,20.5846598529512,53.6067289969893
"REXO2",391.470487393007,308.974410014105,393.367655327583,341.373011197937,331.776282335801,294.837009483441
"ARHGEF37",24.6446311675985,36.1001028882459,16.8988491548842,36.6060834950406,47.2236314273586,28.7887989057906
"CLEC12B",97.630654240871,64.7678316524412,36.6141731689158,80.0226011286934,27.8498339186986,30.7742333130865
"GNE",609.480686183301,546.810381983725,611.175044434979,675.935588257261,639.335317785778,620.448252279969
"SLFN13",1609.48398933009,1358.00092923725,1300.27255997304,1427.63725630658,1221.76010538987,1283.5833443168
"ZNF219",472.987344331987,580.786949407956,533.252573331902,501.418213455324,711.987058443252,566.84152328298
"MFSD11",1048.34469505246,1076.63248025533,1177.2864911236,1292.27987780167,1041.34161609047,1247.84552498547
"OSMR",21.8010198790295,20.1735869081374,21.5929739201298,17.877389613857,13.3194857872037,7.94173762918361
"PLAG1",1166.82849874284,1115.9178863396,1219.53361401081,1097.33120058389,1020.75695623752,1133.68304656596
"RAB13",90.9955612342099,36.1001028882459,57.2683221359965,67.2530371187955,72.6517406574747,105.228023586683
"ACTN2",18.0095381609374,28.6677287641953,14.0823742957368,7.66173840593873,10.8977610986212,17.8689096656631
"DRC7",6.63509300666114,25.4824255681736,22.531798873179,9.36434694059178,12.1086234429125,9.92717203647951
"LARP1B",875.83227687927,701.828470856781,718.201089082579,864.92513560375,598.165998079875,576.768695319459
"TRNAU1AP",748.817639323185,732.61973508499,640.278617979502,634.221679158262,572.737888849759,717.734538237468
"HOMER3",63.5073187780423,78.5708121685352,46.002422699407,48.524343237612,52.0670808045236,41.6941225532139
"RPL22L1",1729.86353387951,1520.45139223436,1397.91035509014,1342.50682957393,1404.60031937784,1552.6097065054
"GZF1",1392.42166096932,1230.58880139638,1372.56208135782,1499.14681476201,1329.52685403179,1466.24330978802
"IKZF3",9.4787042952302,10.6176773200723,0,10.2156512079183,23.0063845415337,8.93445483283156
"PEX3",365.877985795886,379.051080326582,370.835856454404,410.328656851385,386.265087828907,444.737307234282
"PRB3",15.1659268723683,15.9265159801085,15.021199248786,11.9182597425714,7.26517406574747,6.94902042553566
"PRKCD",10780.1303949653,11628.4802009432,12327.710458488,11368.3171858784,12932.0098370305,12415.9140660249
"SRP54",1566.82982000155,1816.68458946437,1638.24954307072,1902.66503747478,1657.67054933472,1824.61422030493
"MIR762HG",36.9669467513978,48.8413156723327,52.5741973707509,34.9034749603876,42.3801820501936,22.8324956839029
"FTH1P2",25.5925015971215,28.6677287641953,33.7976983097684,23.8365194851427,70.2300159688922,34.7451021276783
"C18orf54",211.375105783633,170.944604853164,153.967292300056,252.837367395978,186.472801020852,190.601703100407
"PRPS2",1682.47001240336,1390.91572892947,1225.16656372911,1534.90159398973,1697.62900669633,1457.30885495519
"ST3GAL1",290.048351434044,325.96269372622,276.014536196442,320.9417087821,358.415253910209,326.603960000176
"DIAPH2-AS1",44.5499101875819,26.5441933001808,0,5.95912987128568,16.9520728200774,12.9053236474234
"NDUFB7",704.267729135604,986.382223034719,953.846152297909,783.199925940404,1093.40869689499,1080.07631756897
"NIPAL2",1110.90414340098,948.158584682459,1168.83706654616,1092.22337497993,814.910357708008,1027.46230577563
"LINC01768",204.740012776972,182.624049905244,188.703815562874,212.826066831631,203.424873840929,249.172018115636
"PRELID1P6",214.218717072202,183.685817637251,175.560266220186,130.249552900958,217.955221972424,133.024105288825
"ACTR1A",3485.31956935614,3621.68973387667,3914.90005421484,3617.19183187041,4307.03735864396,3820.96851684096
"FCRL3",11.3744451542762,16.9882837121157,26.2870986853754,12.7695640098979,7.26517406574747,11.9126064437754
"LETM2",21.8010198790295,21.2353546401446,22.531798873179,8.51304267326526,7.26517406574747,23.8252128875508
"RBMS2",1100.47756867623,1084.06485437938,1066.5051466638,968.784256217586,1013.49178217177,1042.35306383035
"RPE",1529.86287325015,1442.94234779783,1320.92670894012,1645.57114874217,1513.57793036406,1453.3379861406
"CYP2U1",122.27528540847,83.8796508285714,134.251968286025,131.100857168285,146.514343659241,136.002256899769
"ERO1A",3187.68825448591,2974.01141735226,2945.0938777151,3718.49703968226,2752.290108574,3329.57350103523
"ZSWIM8",2384.84200067992,2747.85489043472,2797.69836008639,2213.39109504897,2770.45304373837,2391.45574358791
"MIA3",2478.6811732027,2052.39702596998,2185.58449069836,2475.59280938554,2162.60014690416,2578.08657787373
"MYCL",1578.20426515583,1483.2895216141,1563.14354682679,1630.2476719303,1806.60661768254,1525.8063420069
"HPGDS",3672.05004397218,3608.94852109258,3683.94911576476,3676.78313058326,3070.7469051226,3560.8766094852
"LRRC8D",2589.58201345689,2490.90709928897,2547.97092257532,2828.88408032605,2564.60644520886,2684.30731866406
"TMEM44",306.162148735935,228.280062381555,282.586310867786,229.852152178162,233.69643244821,250.164735319284
"PPOX",463.508640036757,500.092601775407,490.066625491642,431.611263534549,437.12130628914,448.708176048874
"YAE1",240.759089098847,236.774204237613,213.113264342151,203.46171989104,147.725206003532,237.25941167186
"NDUFS7",250.237793394077,287.73905537396,306.995759647063,275.822582613794,240.961606513958,221.375936413493
"DPH3",1106.16479125336,1029.91470004702,1043.03452283758,1259.07901137593,1041.34161609047,1133.68304656596
"DIRAS1",9.4787042952302,0,9.38824953049123,17.0260853465305,14.5303481314949,7.94173762918361
"SAP30-DT",50.23713276472,43.5324770122965,33.7976983097684,34.052170693061,19.3737975086599,36.7305365349742
"ABHD12B",27.4882424561676,15.9265159801085,18.7764990609825,13.6208682772244,7.26517406574747,16.8761924620152
"SPCS1",2090.05429709826,1857.03176328065,1872.01695637995,1782.63113578174,1821.13696581403,1855.38845361802
"SPDYE2",197.157049340788,178.376978977215,189.642640515923,159.19389799006,148.936068347823,176.703662249335
"TREM1",39.8105580399668,0,16.8988491548842,1.70260853465305,9.68689875432996,0
"METTL2A",514.693643231,382.236383522604,467.534826618463,561.00951216818,478.290625995042,485.438712583848
"NECAB3",332.70252076258,364.186332078481,350.181707487323,244.324324722713,309.980760138559,365.319930942446
"PTGER2",128.910378415131,121.041521448825,59.1459720420948,88.5356438019587,50.8562184602323,97.2862859574992
"BLVRB",321.328075608304,410.904112286799,345.487582722077,301.36171063359,352.360942188753,300.793312705329
"BSG",4283.42647101453,5292.91214405605,5120.35129392992,4227.57699154353,5003.28320661143,4503.95795295075
"HTR2C",13.2701860133223,3.1853031960217,15.021199248786,25.5391280197958,29.0606962629899,3.9708688145918
"MOCS1",123.223155837993,76.4472767045207,137.068443145172,109.818250485122,170.731590545066,136.994974103417
"OLA1",2184.84134005056,2296.60360433164,2192.1562653697,2235.52500599946,2059.67684763941,1973.52180085213
"PPP3R1",1722.28057044333,1878.26711792079,1689.88491548842,1793.69809125699,1453.03481314949,1663.79403331397
"RSU1",3541.243924698,3708.75468790126,3588.18897055375,3954.30832173171,3609.5806483322,3869.61165981971
"SCN2B",11.3744451542762,4.24707092802893,20.6541489670807,18.7286938811836,23.0063845415337,19.854344072959
"SMS",2200.95513735245,1875.08181472477,1934.91822823424,2033.76589464307,1721.84625358215,1836.52682674871
"TONSL-AS1",18.9574085904604,15.9265159801085,24.4094487792772,12.7695640098979,10.8977610986212,12.9053236474234
"FAM86DP",70.1424117847034,76.4472767045207,65.7177467134386,101.305207811857,85.9712264446784,77.4319418845402
"GSDMA",9.4787042952302,9.55590958806509,7.51059962439299,23.8365194851427,9.68689875432996,12.9053236474234
"TSPO",764.931436625077,1225.27996273635,1183.85826579494,1024.97033786114,1417.91980516505,1123.75587452948
"ENDOG",96.682783811348,142.276876088969,208.419139576905,154.086072386101,211.900910250968,181.667248267575
"PON1",18.0095381609374,14.8647482481013,57.2683221359965,22.1339109504897,9.68689875432996,23.8252128875508
"SEZ6L2",32.2275946037827,65.8295993844484,108.903694553698,78.3199925940404,116.24278505196,82.3955279027799
"MMAB",702.371988276557,747.484483333092,736.977588143562,648.693851702813,720.463094853291,640.302596352928
"SARS2",157.346491300821,174.129908049186,185.887340703726,131.952161435611,151.357793036406,157.842035380024
"APC2",57.8200962009042,106.176773200723,130.496668473828,105.561729148489,135.61658256062,129.053236474234
"FKRP",629.385965203285,732.61973508499,825.227133730179,726.162540029526,661.13083998302,591.659453374179
"PGA5",644.551892075653,694.39609673273,644.972742744748,581.440814584017,711.987058443252,496.358601823975
"ZNF598",904.268389764961,1160.51213108391,1048.66747255587,1036.03729333638,1273.82718619439,1093.97435842004
"ABRAXAS2",1120.38284769621,1066.01480293526,1144.42761776688,1276.95640098979,1178.16906099538,1126.73402614042
"IQANK1",2.84361128856906,8.49414185605786,7.51059962439299,4.25652133663263,19.3737975086599,13.8980408510713
"LRRK1",5913.76360979412,6855.8342455707,6860.93275688299,6566.96111815682,7168.30507820417,7052.26301471504
"LYPLA1P3",1.89574085904604,3.1853031960217,15.9600242018351,11.0669554752448,15.7412104757862,14.8907580547193
"SGIP1",9.4787042952302,11.6794450520796,30.9812234506211,17.0260853465305,7.26517406574747,3.9708688145918
"MACROH2A1",13669.2394641515,14158.6727063164,13902.1199047514,13019.8474644919,13682.7444904911,13234.9057590345
"DBR1",906.164130624007,1022.48232592296,904.088429786306,1059.87381282152,946.894353235754,1055.25838747777
"LGI2",31.2797241742596,4.24707092802893,13.1435493426877,23.8365194851427,50.8562184602323,9.92717203647951
"WDR19",541.234015257644,616.887052296202,632.768018355109,544.834731088976,402.006298304694,641.295313556576
"PITHD1",1720.38482958428,1805.0051444123,1731.19321342258,1565.54854761348,1771.49160969809,1589.34024304037
"PLEKHG4",110.900840254193,147.585714749005,142.701392863467,180.476504673223,146.514343659241,148.907580547193
"RRP12",1375.3599932379,1631.93700409512,1664.5366417561,1575.7641988214,1806.60661768254,1653.86686127749
"CSNK1D",4099.53960768706,4522.0687706188,4559.87279695959,3855.55702672183,4357.89357710419,4231.95343915121
"DDX58",109.95296982467,102.991470004702,136.129618192123,128.546944366305,59.332254870271,88.3518311246676
"ACRBP",239.811218669324,216.600617329475,256.299212182411,277.525191148447,244.594193546832,289.873423465202
"TEX52",49.289262335197,57.3354575283906,47.8800726055053,79.1712968613669,79.9169147232222,43.6795569605098
"DHDH",0,6.3706063920434,11.2658994365895,8.51304267326526,24.2172468858249,5.9563032218877
"MAFF",553.556330841443,450.189518371067,543.579647815442,533.767775613732,609.063759178497,569.819674893924
"RGS17",25.5925015971215,23.3588901041591,33.7976983097684,27.2417365544488,7.26517406574747,17.8689096656631
"TRAPPC12",1607.58824847104,1999.30863936962,1806.29920966651,1806.46765526689,2071.78547108232,1946.71843635363
"CHI3L2",52.1328736237661,37.1618706202531,53.5130223238,27.2417365544488,42.3801820501936,35.7378193313262
"SPRTN",637.916799068992,664.666600236528,637.462143120355,786.60514300971,572.737888849759,782.261156474585
"FUT11",591.471148022364,496.907298579385,492.88310035079,472.473868366222,417.74750878048,530.110986748006
"RMDN1",1621.80630491389,1618.13402357902,1591.30829541826,1895.85460333617,1540.21690193846,1742.21869240215
